Well;Size;Bit_Number;Re_Run;Reference;Type;Date_in;Structure;Formation;Footage (ft);Depth in (ft);Depth out (ft);Depth Average (ft);Blades;Cutter size (mm);Min Flow Rate (gpm);Max Flow Rate (gpm);TFA (sq in);HSI;Min WOB (klb);Max WOB (klb);Average_ROP;Mud Weight (ppg);Dull_Grading;Drive_System;Min_RPM;Max_RPM;Torque Max (kft-lb);Torque Min (kft-lb);Manufacturer
Peru Sur 8;8 1/2;27;;DP336;Impregnated;11-ago-13;Anticlinal G;Los Cuervos;133;15361;15714;15537,5;16;;560;580;1,5;0,65;2;23;4,05;8,4;;Motor;185;191;17;13;Hughes
Peru Sur 8;8 1/2;28;;MSi716WPXX;PDC;23-ago-13;Anticlinal G;Los Cuervos;237;15723;16050;15886,5;7;16;550;550;0,773;2,33;2;20;5,31;9,4;1-2-WT-S-X-I-CT-TQ;RSS;80;127;24;14;Smith
Peru Sur 8;8 1/2;28;;MSi716WPXX;PDC;23-ago-13;Anticlinal P;C8;90;15723;16050;15886,5;7;16;550;550;0,773;2,33;2;20;5,31;9,4;1-2-WT-S-X-I-CT-TQ;RSS;80;127;24;14;Smith
Peru Sur 8;8 1/2;29;;SKF716D-A1C;PDC;29-ago-13;Anticlinal P;C8;109;16050;16159;16104,5;7;16;550;550;0,773;2,498;0;24;3,60;9,4;4-2-CT-N-X-I-BT-PR;RSS;60;140;24;14;NOV
Peru Sur 8;8 1/2;30;;MSi813NWPX;PDC;3-sep-13;Anticlinal P;Mirador;112;16159;16271;16215;8;13;275;550;0,778;2,142;0;26;3,00;9,4;2-1-WT-S-X-I-BT-PP;Rotary;80;130;22;15;Smith
Peru Sur 8;8 1/2;31;;MDSiR813LWUBPX;PDC (Rot);7-sep-13;Anticlinal P;Mirador;324;16271;16595;16433;8;13;275;550;0,813;2,014;4;30;3,20;9,4;2-4-WT-S-X-I-BT-TQ;Rotary;85;140;19;13,5;Smith
Peru Sur 8;8 1/2;32;;FX84D;PDC;14-sep-13;Anticlinal P;Mirador;189;16595;16784;16689,5;8;13;550;550;0,884;1,894;1;40;2,50;9,4;7-2-RO-C-X-I-WT-PR;Rotary;80;145;18;14;Halliburton
Peru Sur 8;8 1/2;33;;KM522X;Tricone;23-sep-13;Anticlinal P;Mirador;90;16784;17581;17182,5;;;550;565;0,601;4,249;2;40;8,30;9,4;1-1-WT-A-E-I-NO-HR;Rotary;80;110;25;12,5;Hughes
Peru Sur 8;8 1/2;33;;KM522X;Tricone;23-sep-13;Anticlinal P;Los Cuervos;707;16784;17581;17182,5;;;550;565;0,601;4,249;2;40;8,30;9,4;1-1-WT-A-E-I-NO-HR;Rotary;80;110;25;12,5;Hughes
Peru Sur 8;8 1/2;34;;MDSiR813LWUBPX;PDC (Rot);30-sep-13;Anticlinal P;Los Cuervos;194;17581;18167;17874;8;13;275;550;1,21;1,011;1;35;4,50;9,4;3-4-RG-S-X-I-WT-BHA;Rotary;80;120;20;14;Smith
Peru Sur 8;8 1/2;34;;MDSiR813LWUBPX;PDC (Rot);30-sep-13;Anticlinal P;Barco;392;17581;18167;17874;8;13;275;550;1,21;1,011;1;35;4,50;9,4;3-4-RG-S-X-I-WT-BHA;Rotary;80;120;20;14;Smith
Peru Sur 8;8 1/2;35;;RSH813M;PDC;9-oct-13;Anticlinal P;Barco;30;18167;18320;18243,5;8;13;550;550;1,3;0,875;10;24;12,90;9,4;0-1-WT-G-X-I-NO-TD;Rotary;80;120;17;14;NOV
Peru Sur 8;8 1/2;35;;RSH813M;PDC;9-oct-13;Anticlinal P;C8;123;18167;18320;18243,5;8;13;550;550;1,3;0,875;10;24;12,90;9,4;0-1-WT-G-X-I-NO-TD;Rotary;80;120;17;14;NOV
Peru 9;36;1;;PZ9948;Tricone;12-Jun-15;Anticlinal N;Guayabo;85;45;130;87,5;;;300;550;2,605;0,00;10;15;13;8,5;0-1-WT-G E-I-NO-TD;Rotary;60;60;5;4;Smith
Peru 9;26;2;;SSi619MHEBPX;PDC;15-Jun-15;Anticlinal N;Guayabo;334;130;2410;1270;6;19;276;460;0,663;0,05;6;35;29,4;8,5;0-1-WT-S X-I-NO-TD;PWD Xceed;100;115;16;5;Smith
Peru 9;26;2;;SSi619MHEBPX;PDC;15-Jun-15;Anticlinal N;Charte;1007;130;2410;1270;6;19;276;460;0,663;0,05;6;35;29,4;8,5;0-1-WT-S X-I-NO-TD;PWD Xceed;100;115;16;5;Smith
Peru 9;26;2;;SSi619MHEBPX;PDC;15-Jun-15;Anticlinal N;Leon;939;130;2410;1270;6;19;276;460;0,663;0,05;6;35;29,4;8,5;0-1-WT-S X-I-NO-TD;PWD Xceed;100;115;16;5;Smith
Peru 9;18 1/2;3;;SSi819MHEBPX;PDC;24-jun-15;Anticlinal N;Leon;240;2410;4457;3433,5;8;19;900;970;0,923;1,40;5;35;30,9;9,1;1-3-WT-S X-I-BT-DTF;PWD XCeed;30;120;20;3;Smith
Peru 9;18 1/2;3;;SSi819MHEBPX;PDC;24-jun-15;Anticlinal N;C1;1807;2410;4457;3433,5;8;19;900;970;0,923;1,40;5;35;30,9;9,1;1-3-WT-S X-I-BT-DTF;PWD XCeed;30;120;20;3;Smith
Peru 9;18 1/2;4;;MDSI819HSBPX;PDC;;Anticlinal N;C1;58;4457;5730;5093,5;8;19;900;950;1,089;1,16;3;28;45,5;9,1;1-4-WT-S X-I-BT-TD;PWD XCeed;80;150;16;2;Smith
Peru 9;18 1/2;4;;MDSI819HSBPX;PDC;;Anticlinal N;C2;573;4457;5730;5093,5;8;19;900;950;1,089;1,16;3;28;45,5;9,1;1-4-WT-S X-I-BT-TD;PWD XCeed;80;150;16;2;Smith
Peru 9;18 1/2;4;;MDSI819HSBPX;PDC;;Anticlinal N;C3;342;4457;5730;5093,5;8;19;900;950;1,089;1,16;3;28;45,5;9,1;1-4-WT-S X-I-BT-TD;PWD XCeed;80;150;16;2;Smith
Peru 9;18 1/2;4;;MDSI819HSBPX;PDC;;Anticlinal N;C4;202;4457;5730;5093,5;8;19;900;950;1,089;1,16;3;28;45,5;9,1;1-4-WT-S X-I-BT-TD;PWD XCeed;80;150;16;2;Smith
Peru 9;18 1/2;4;;MDSI819HSBPX;PDC;;Anticlinal N;C5;98;4457;5730;5093,5;8;19;900;950;1,089;1,16;3;28;45,5;9,1;1-4-WT-S X-I-BT-TD;PWD XCeed;80;150;16;2;Smith
Peru 9;14 3/4;5;;Z619;PDC;16-jul-15;Anticlinal N;c5;880;5730;6610;6170;6;19;800;938;0,994;2,00;15;50;18,4;10,1;0-1-CT-G X-I-WT-PR;PWD XCeed;120;180;18;2;Smith
Peru 9;14 3/4;6;;SKFI819M;PDC;16-jul-15;Anticlinal N;C5;641;6610;7666;7138;8;19;940;1000;1,203;2,41;20;55;16,1;10,7;1-2-WT-S X-I-CT-DTF;PWD XCeed;120;175;20;2;NOV
Peru 9;14 3/4;6;;SKFI819M;PDC;16-jul-15;Anticlinal N;C6;209;6610;7666;7138;8;19;940;1000;1,203;2,41;20;55;16,1;10,7;1-2-WT-S X-I-CT-DTF;PWD XCeed;120;175;20;2;NOV
Peru 9;14 3/4;6;;SKFI819M;PDC;16-jul-15;Anticlinal M;Nunchia Flt to C5;206;6610;7666;7138;8;19;940;1000;1,203;2,41;20;55;16,1;10,7;1-2-WT-S X-I-CT-DTF;PWD XCeed;120;175;20;2;NOV
Peru 9;14 3/4;7;;MSi819HBPX;PDC;21-jul-15;Anticlinal M;Nunchia Flt to C5;553;7666;8394;8030;8;19;900;1000;1,503;1,24;15;55;7,5;11,8;1-3-WT-S X-I-CT-PR;PWD XCeed;100;180;11;2;Smith
Peru 9;14 3/4;7;;MSi819HBPX;PDC;21-jul-15;Anticlinal M;Intra C5;175;7666;8394;8030;8;19;900;1000;1,503;1,24;15;55;7,5;11,8;1-3-WT-S X-I-CT-PR;PWD XCeed;100;180;11;2;Smith
Peru 9;14 3/4;8;;KM533X;KYMERA;28-jul-15;Anticlinal M;Intra C5;286;8394;9048;8721;3;16;900;940;1,197;1,72;40;70;10,9;12;0-1-WT-A E-I-NO-BHA;PWD XCeed;100;140;12;5;Hughes
Peru 9;14 3/4;8;;KM533X;KYMERA;28-jul-15;Anticlinal M;C6;265;8394;9048;8721;3;16;900;940;1,197;1,72;40;70;10,9;12;0-1-WT-A E-I-NO-BHA;PWD XCeed;100;140;12;5;Hughes
Peru 9;14 3/4;8;;KM533X;KYMERA;28-jul-15;Anticlinal F;Ftl to C5;103;8394;9048;8721;3;16;900;940;1,197;1,72;40;70;10,9;12;0-1-WT-A E-I-NO-BHA;PWD XCeed;100;140;12;5;Hughes
Peru 9;14 3/4;9;;MDS616LBPX;PDC;3-ago-15;Anticlinal F;Ftl to C5;858;9048;9906;9477;6;16;900;940;1,58;1,72;45;65;5,9;12;3-8-RO-S X-I-WT-PR;PWD XCeed;150;160;12,5;7;Smith
Peru 9;14 3/4;10;;KM533X;KYMERA;11-ago-15;Anticlinal F;Ftl to C5;788;9906;10694;10300;3;16;850;900;1,565;1,52;45;70;8;12,1;1-1-WT-S F-I-NO-TQ;PWD XCeed;85;120;13;10;Hughes
Peru 9;14 3/4;11;;MDS616LBPX;PDC;18-ago-15;Anticlinal F;Ftl to C5;387;10694;11430;11062;6;16;650;900;1,571;1,12;25;55;5,7;12,8;1-1-WT-S X-I-BT-DTF;PWD XCeed;100;160;16;8;Smith
Peru 9;14 3/4;11;;MDS616LBPX;PDC;18-ago-15;Anticlinal F;C6;349;10694;11430;11062;6;16;650;900;1,571;1,12;25;55;5,7;12,8;1-1-WT-S X-I-BT-DTF;PWD XCeed;100;160;16;8;Smith
Peru 9;14 3/4;12;;MDSi819HBPX;PDC;27-ago-15;Anticlinal F;C6;329;11430;12500;11965;8;19;650;900;1,61;1,12;0;47;13,4;12,8;1-1-BT-S X-I-NO-TD;PWD XCeed;120;150;18;8;Smith
Peru 9;14 3/4;12;;MDSi819HBPX;PDC;27-ago-15;Anticlinal F;C7 ;741;11430;12500;11965;8;19;650;900;1,61;1,12;0;47;13,4;12,8;1-1-BT-S X-I-NO-TD;PWD XCeed;120;150;18;8;Smith
Peru 9;10 5/8;13;;MF15BOD PS 517X;Tricone;11-sep-15;Anticlinal F;C7 ;15;12500;12515;12507,5;;;600;750;0,738;3,82;5;45;3,9;13,3;0-1-WT-N E-I-NO-BHA;Rotary;60;100;9;7;Smith
Peru 9;10 5/8;14;;MDSIZ716BPX;PDC;14-sep-15;Anticlinal F;C7 ;220;12515;14338;13426,5;7;16;680;680;0,738;3,82;15;40;15,9;13,6;3-4-WT-S X-I-CT-BHA;PWD X6;100;145;16;8;Smith
Peru 9;10 5/8;14;;MDSIZ716BPX;PDC;14-sep-15;Anticlinal D;Ftl to C7;1125;12515;14338;13426,5;7;16;680;680;0,738;3,82;15;40;15,9;13,6;3-4-WT-S X-I-CT-BHA;PWD X6;100;145;16;8;Smith
Peru 9;10 5/8;14;;MDSIZ716BPX;PDC;14-sep-15;Anticlinal D;C8;363;12515;14338;13426,5;7;16;680;680;0,738;3,82;15;40;15,9;13,6;3-4-WT-S X-I-CT-BHA;PWD X6;100;145;16;8;Smith
Peru 9;10 5/8;14;;MDSIZ716BPX;PDC;14-sep-15;Anticlinal D;Sltn Market;52;12515;14338;13426,5;7;16;680;680;0,738;3,82;15;40;15,9;13,6;3-4-WT-S X-I-CT-BHA;PWD X6;100;145;16;8;Smith
Peru 9;10 5/8;14;;MDSIZ716BPX;PDC;14-sep-15;Anticlinal D;Mirador;63;12515;14338;13426,5;7;16;680;680;0,738;3,82;15;40;15,9;13,6;3-4-WT-S X-I-CT-BHA;PWD X6;100;145;16;8;Smith
Peru 9;10 5/8;15;;MDSI716ASPX;PDC;21-sep-15;Anticlinal D;Mirador;43;14338;14381;14359,5;7;16;680;680;0,738;3,82;20;25;5,4;13,6;1-2-WT-S X-I-BT-TD;PWD X6;95;135;12;8;Smith
Peru 9;8 1/2;16;;MDSIR813LWUEBPX;PDC;1-oct-15;Anticlinal D;Mirador;93;14381;14632;14506,5;8;13;450;600;0,813;2,60;5;33;5;8,4;2-1-WT-N X-I-CT-FM;Rotary;90;140;12;6;Smith
Peru 9;8 1/2;16;;MDSIR813LWUEBPX;PDC;1-oct-15;Anticlinal G;Flt Intra C7 ;44;14381;14632;14506,5;8;13;450;600;0,813;2,60;5;33;5;8,4;2-1-WT-N X-I-CT-FM;Rotary;90;140;12;6;Smith
Peru 9;8 1/2;16;;MDSIR813LWUEBPX;PDC;1-oct-15;Anticlinal G;Flt to C8;114;14381;14632;14506,5;8;13;450;600;0,813;2,60;5;33;5;8,4;2-1-WT-N X-I-CT-FM;Rotary;90;140;12;6;Smith
Peru 9;8 1/2;17;;Z716;PDC;5-oct-15;Anticlinal G;C8;1568;14632;16200;15416;7;16;480;400;0,773;3,00;10;40;44,4;9,5;0-1-WT-S X-I-CT-BHA;PWD X6;110;155;14;7;Smith
Peru 9;8 1/2;17;R;Z716;PDC;10-oct-15;Anticlinal G;C8;160;16200;16800;16500;7;16;600;640;0,773;3,00;12;40;15,2;10,9;1-1-WT-S X-I-LT-DTF;PWD X6;110;135;13;7;Smith
Peru 9;8 1/2;17;R;Z716;PDC;10-oct-15;Anticlinal G;C7 ;311;16200;16800;16500;7;16;600;640;0,773;3,00;12;40;15,2;10,9;1-1-WT-S X-I-LT-DTF;PWD X6;110;135;13;7;Smith
Peru 9;8 1/2;17;R;Z716;PDC;10-oct-15;Anticlinal G;C8;129;16200;16800;16500;7;16;600;640;0,773;3,00;12;40;15,2;10,9;1-1-WT-S X-I-LT-DTF;PWD X6;110;135;13;7;Smith
Peru 9;8 1/2;18;;MDSiR616LMUEBPX;PDC;20-oct-15;Anticlinal G;C8;802;16800;17605;17202,5;6;16;600;620;0,773;3,00;12;32;21,5;11;1-6-LT-A X-I-BT-TD;PWD X6;110;135;13;7;Smith
Peru 9;8 1/2;18;;MDSiR616LMUEBPX;PDC;20-oct-15;Anticlinal G;Mirador;3;16800;17605;17202,5;6;16;600;620;0,773;3,00;12;32;21,5;11;1-6-LT-A X-I-BT-TD;PWD X6;110;135;13;7;Smith
Peru 9;8 1/2;17;RR;Z716;PDC;26-oct-15;Anticlinal G;Mirador;0;17605;17605;17605;7;16;600;640;1,63;3,00;10;30;0;11,1;1-1-WT-S X-I-LC-TD;Rotary;100;130;13;9;Smith
Peru 9;6;19;;MDSIR613WQBPX;PDC;6-nov-15;Anticlinal G;Mirador;196;17605;17801;17703;6;13;200;250;0,907;1,20;10;20;3,1;8,3;3-6-RO-A X-I-LT-BHA;Motor;162;202;13;7;Smith
Peru 9;6;20;;MDSIR613WQBPX;PDC;12-nov-15;Anticlinal G;Mirador;55;17801;17856;17828,5;6;13;250;280;0,907;1,20;5;11;2,1;8,4;1-3-BT-A X-I-PN-DTF;Motor;177;195;13;7;Smith
Peru 9;6;21;;MDSIR613WQBPX;PDC;15-nov-15;Anticlinal G;Mirador;224;17856;18099;17977,5;6;13;250;270;0,907;1,20;5;11;4,1;8,3;1-5-BT-A X-I-CT-BHA;Motor;120;130;13;7;Smith
Peru 9;6;21;;MDSIR613WQBPX;PDC;15-nov-15;Anticlinal G;Los Cuervos;19;17856;18099;17977,5;6;13;250;270;0,907;1,20;5;11;4,1;8,3;1-5-BT-A X-I-CT-BHA;Motor;120;130;13;7;Smith
Peru 9;6;22;;MSI613WBPX;PDC;19-nov-15;Anticlinal G;;546;18099;18669;18384;6;13;250;270;0,907;1,2;5;18;6,3;9,8;1-4-BT-A X-I-CT-BHA;PWD;80;150;13;7;Smith
Peru 9;6;22;;MSI613WBPX;PDC;19-nov-15;Anticlinal G;Barco;24;18099;18669;18384;6;13;250;270;0,907;1,2;5;18;6,3;9,8;1-4-BT-A X-I-CT-BHA;PWD;80;150;13;7;Smith
Peru 9;6;23;;MDSIR613WDPBX;PDC;;Anticlinal G;Barco;0;18669;18669;18669;6;13;;;0,907;1,2;;;;9,8;0-0-NO-A X-I-NO-PP;;;;;;Smith
Peru 9;6;23;R;MDSIR613WDPBX;PDC;27-nov-15;Anticlinal G;Barco;207;18669;18876;18772,5;6;13;250;270;0,907;1,2;5;11;2,9;9,8;1-2-CT-A X-I-WT-BHA;Motor;120;130;13;7;Smith
Peru 9;6;24;;MDSIR613WDPBX;PDC;3-Dec-15;Anticlinal G;Barco;39;18876;18915;18895,5;6;13;250;270;0,796;1,2;5;11;4,9;9,8;0-1-WT-G X-I-CT-DTF;PWD Archer;110;130;13;7;Smith
Peru 9;6;24;R;MDSIR613WDPBX;PDC;5-Dec-15;Anticlinal G;Barco;110;18915;19112;19013,5;6;13;250;270;0,796;1,2;3;20;2,6;9,8;1-2-BT-S X-I-WT-DTF;PWD Archer;120;150;12;7;Smith
Peru 9;6;24;R;MDSIR613WDPBX;PDC;5-Dec-15;Anticlinal G;Guad. Shale;87;18915;19112;19013,5;6;13;250;270;0,796;1,2;3;20;2,6;9,8;1-2-BT-S X-I-WT-DTF;PWD Archer;120;150;12;7;Smith
Peru 9;6;25;;MDSIR613WDPBX;PDC;11-Dec-15;Anticlinal G;Guad. Shale;48;19112;19335;19223,5;6;13;240;257;0,907;1,2;3;15;3,7;9,8;0-1-WT-G X-I-CT-DTF;PWD X6;120;145;11;8;Smith
Peru 9;6;25;;MDSIR613WDPBX;PDC;11-Dec-15;Anticlinal G;Guad. Upper;35;19112;19335;19223,5;6;13;240;257;0,907;1,2;3;15;3,7;9,8;0-1-WT-G X-I-CT-DTF;PWD X6;120;145;11;8;Smith
Peru 9;6;25;;MDSIR613WDPBX;PDC;11-Dec-15;Anticlinal P;Flt to C8;140;19112;19335;19223,5;6;13;240;257;0,907;1,2;3;15;3,7;9,8;0-1-WT-G X-I-CT-DTF;PWD X6;120;145;11;8;Smith
Peru 9;6;25;R;MDSIR613WDPBX;PDC;16-Dec-15;Anticlinal P;C8;122;19335;19802;19568,5;6;13;250;270;0,796;1,2;5;16;6,7;9,8;2-2-WT-A X-I-BT-BHA;Rotary;120;150;13;7;Smith
Peru 9;6;25;R;MDSIR613WDPBX;PDC;16-Dec-15;Anticlinal P;Flt intra C8;155;19335;19802;19568,5;6;13;250;270;0,796;1,2;5;16;6,7;9,8;2-2-WT-A X-I-BT-BHA;Rotary;120;150;13;7;Smith
Peru 9;6;25;R;MDSIR613WDPBX;PDC;16-Dec-15;Anticlinal P;Sltn Market;190;19335;19802;19568,5;6;13;250;270;0,796;1,2;5;16;6,7;9,8;2-2-WT-A X-I-BT-BHA;Rotary;120;150;13;7;Smith
Peru 9;6;26;;R613;PDC;21-Dec-15;Anticlinal P;Sltn Market;8;19802;19810;19806;6;13;250;250;0,748;0,48;3;12;3,5;9,9;0-1-LT-G X-I-NO-DTF;PWD Archer;120;140;12;11;Smith
Peru 9;6;26;R;R613;PDC;24-Dec-15;Anticlinal P;Sltn Market;22;19810;19988;19899;6;13;202;235;0,907;0,48;4;20;2,6;10;3-1-WT-N X-I-BT-BHA;PWD X6;10;140;13;9;Smith
Peru 9;6;26;R;R613;PDC;24-Dec-15;Anticlinal P;Mirador;156;19810;19988;19899;6;13;202;235;0,907;0,48;4;20;2,6;10;3-1-WT-N X-I-BT-BHA;PWD X6;10;140;13;9;Smith
Peru 9;6;27;;R613;PDC;30-Dec-15;Anticlinal P;Mirador;226;19988;20257;20122,5;6;13;250;280;0,907;0,33;3;22;3,1;10;3-1-WT-N X-I-BT-BHA;Rotary;100;150;11;9;Smith
Peru 9;6;28;;MSI616WBPX;PDC;8-Jan-16;Anticlinal P;Los Cuervos;43;20257;20300;20278,5;6;16;280;280;0,663;1,2;5;17;6,9;10;1-1-BT-A X-I-WT-TD;Rotary;130;140;11;9;Smith
Florida 9;26;2;;HP633V;Hybrid;15-may-13;Anticlinal N;Colluvium;71;154;2410;1282;;;880;930;0,994;0,62;10;50;48,31;8,7;"0-1-WT-S-X-I-NO-TD
1-1-WT-A-F1-I-NO-TD";RSS;40;140;15;5;Hughes
Florida 9;26;2;;HP633V;Hybrid;15-may-13;Anticlinal N;C5;55;154;2410;1282;;;880;930;0,994;0,62;10;50;48,31;8,7;"0-1-WT-S-X-I-NO-TD
1-1-WT-A-F1-I-NO-TD";RSS;40;140;15;5;Hughes
Florida 9;26;2;;HP633V;Hybrid;15-may-13;Anticlinal N;C6;2130;154;2410;1282;;;880;930;0,994;0,62;10;50;48,31;8,7;"0-1-WT-S-X-I-NO-TD
1-1-WT-A-F1-I-NO-TD";RSS;40;140;15;5;Hughes
Florida 9;18 1/2;3;;RSFX819M;PDC;24-may-13;Anticlinal M;C6;1530;2410;6533;4471,5;8;19;900;950;1,078;1,56;35;55;60,19;9,7;0-1-WT-S-X-I-NO-TD;RSS;65;160;15;6;NOV
Florida 9;18 1/2;3;;RSFX819M;PDC;24-may-13;Anticlinal M;C7;2593;2410;6533;4471,5;8;19;900;950;1,078;1,56;35;55;60,19;9,7;0-1-WT-S-X-I-NO-TD;RSS;65;160;15;6;NOV
Florida 9;14 3/4;5;;QD609X;PDC;5-jun-13;Anticlinal M;C7;2295;6533;9458;7995,5;9;19;800;950;1,131;1,91;10;50;55,8;10,8;0-1-CT-S-X-I-WT-DTF;RSS;40;150;15;10;Hughes
Florida 9;14 3/4;5;;QD609X;PDC;5-jun-13;Anticlinal M;C8;630;6533;9458;7995,5;9;19;800;950;1,131;1,91;10;50;55,8;10,8;0-1-CT-S-X-I-WT-DTF;RSS;40;150;15;10;Hughes
Florida 9;14 3/4;5;R;QD609X;PDC;13-jun-13;Anticlinal M;C8;431;9458;9889;9673,5;9;19;880;930;1,178;1,82;15;35;29,1;12,2;0-1-CT-S-X-I-WT-DTF;RSS;80;145;14;10;Hughes
Florida 9;14 3/4;5;RR;QD609X;PDC;17-jun-13;Anticlinal M;C8;251;9889;11165;10527;9;19;900;900;1,178;1,44;15;45;40,4;12,4;1-2-WT-S-X-I-CT-TD;RSS;90;145;16;7;Hughes
Florida 9;14 3/4;5;RR;QD609X;PDC;17-jun-13;Anticlinal F;C8;1025;9889;11165;10527;9;19;900;900;1,178;1,44;15;45;40,4;12,4;1-2-WT-S-X-I-CT-TD;RSS;90;145;16;7;Hughes
Florida 9;10 5/8;6;;QD408FX;PDC;27-jun-13;Anticlinal F;Mirador;77;11165;11242;11203,5;8;13;650;650;0,65;2,23;10;46;4,26;12,9;8-3-CR-C-X-I-WT-PR;RSS;60;110;10;4;Hughes
Florida 9;10 5/8;7;;VGM40CGDDX0;Tricone;5-jul-13;Anticlinal F;Mirador;262;11242;11504;11373;;;750;750;0,565;5,05;10;40;14,07;8,4;4-6-WT/SD-A-X-16-BT-TQ;Rotary;50;100;11;4;Hughes
Florida 9;10 5/8;8;;VMMDS20GDX2;Tricone;9-jul-13;Anticlinal F;Mirador;140;11504;11644;11574;;;750;750;0,565;5,05;2;35;8,14;8,4;3-7-WT/SD-A-X-13-BT-TQ;Rotary;60;115;8,5;4;Hughes
Florida 9;10 5/8;9;;FXD94i;PDC;11-jul-13;Anticlinal F;Mirador;174;11644;11818;11731;9;13;650;700;0,557;5,60;10;45;4,41;8,4;4-7-RO-N-X-I-WT-PR;Rotary;80;120;10;5;Halliburton
Florida 9;10 5/8;10;;VMMDS20GDX2;Tricone;14-jul-13;Anticlinal F;Mirador;51;11818;11879;11848,5;;;0;355;0,565;5,05;0;40;6,1;8,4;1-3-BT-G-E-I-WT-TD;Rotary;0;115;10;4;Hughes
Florida 9;10 5/8;10;;VMMDS20GDX2;Tricone;14-jul-13;Anticlinal F;Los Cuervos;10;11818;11879;11848,5;;;0;355;0,565;5,05;0;40;6,1;8,4;1-3-BT-G-E-I-WT-TD;Rotary;0;115;10;4;Hughes
Florida 9;10 5/8;11;;MDSi716LBPX;PDC;19-jul-13;Anticlinal F;Los Cuervos;313;11879;12192;12035,5;7;16;700;700;0,773;3,30;4;35;7,6;9,5;1-2-WT-S/G-X-I-BT-PR-PDC;RSS;80;130;8;7;Smith
Florida 9;10 5/8;12;;FXD75DM;PDC;23-jul-13;Anticlinal F;Los Cuervos;744;12192;12936;12564;7;16;700;700;0,773;3,30;5;35;15,1;9,5;3-3-WT-A-X-I-BT-TD;RSS;80;130;12;6;Halliburton
Florida 9;10 5/8;12;;FXD75DM;PDC;23-jul-13;Anticlinal F;Barco;19;12192;12936;12564;7;16;700;700;0,773;3,30;5;35;15,1;9,5;3-3-WT-A-X-I-BT-TD;RSS;80;130;12;6;Halliburton
Florida 9;8 1/2;15;;SKH716M;PDC;4-ago-13;Anticlinal F;Barco;284;12936;13220;13078;7;16;279;553;0,537;0,70;5;35;4,6;9,7;4-3-WT-A-X-I-CT-PR;Rotary;60;120;10;5;NOV
Florida 9;8 1/2;16;;FX75D;PDC;9-ago-13;Anticlinal F;Barco;341;13220;13561;13390,5;7;16;265;522;0,464;0,70;2;35;4,3;8,2;6-4-WT-N-X-I-LT-DTF;Rotary;81;140;9;6;Halliburton
Florida 9;8 1/2;17;;MSi813WUEBPX;PDC;15-ago-13;Anticlinal F;Barco;196;13561;13765;13663;8;13;256;520;0,614;0,45;0;30;4,1;8,2;1-3-CT-G-X-I-WT-DTF;Rotary;0;125;7;5;Smith
Florida 9;8 1/2;17;;MSi813WUEBPX;PDC;15-ago-13;Anticlinal F;Guadalupe;8;13561;13765;13663;8;13;256;520;0,614;0,45;0;30;4,1;8,2;1-3-CT-G-X-I-WT-DTF;Rotary;0;125;7;5;Smith
Florida 9;8 1/2;18;;MSi716WPX;PDC;19-ago-13;Anticlinal F;Guadalupe;246;13765;14011;13888;7;16;560;560;0,569;0,50;0;35;5,5;8,2;1-2-CT-S-X-I-WT-PR;RSS;0;125;7;4;Smith
Florida 9;8 1/2;19;;FX74D;PDC;23-ago-13;Anticlinal F;Guadalupe;219;14011;14230;14120,5;7;13;560;600;0,557;4,30;15;30;6,1;8,2;1-2-WT-A-X-I-CT-PR;Rotary;90;120;8;6;Halliburton
Florida 9;8 1/2;20;;Q408FX;PDC;26-ago-13;Anticlinal F;Guadalupe;97;14230;14327;14278,5;8;13;600;600;0,614;4,40;0;45;2,5;8,2;2-4-WT-S-X-I-BT-PR;Rotary;0;115;9;7;Hughes
Florida 9;8 1/2;21;;MDSi813;PDC;30-ago-13;Anticlinal F;Guadalupe;198;14327;14525;14426;8;13;300;550;0,557;2,40;5;35;4;8,3;8-5-RO-S-X-I-BT-PR;Rotary;90;130;9;7;Smith
Florida 9;8 1/2;22;;MDSi813;PDC;3-sep-13;Anticlinal F;Guadalupe;56;14525;14680;14602,5;8;13;300;600;0,557;5,50;0;30;5;8,4;3-4-BT-A-X-I-CT-TD;Rotary;50;135;8,5;7;Smith
Florida 9;8 1/2;22;;MDSi813;PDC;3-sep-13;Anticlinal F;Gacheta;99;14525;14680;14602,5;8;13;300;600;0,557;5,50;0;30;5;8,4;3-4-BT-A-X-I-CT-TD;Rotary;50;135;8,5;7;Smith
